Age,Date,A,B,C,D,E
36,1981-12-14,381.7,305.0,635.4,601.0,545.1
35,2014-12-11,1190.3,,1385.6,,
50,1989-07-05,,,784.2,,762.8
43,1993-06-27,697.2,459.4,,972.1,
21,1994-03-15,650.1,468.3,,1045.1,743.7
53,1987-09-07,,,,,622.5
56,2009-06-12,1079.1,569.8,,,1018.0
50,1983-06-15,,,,662.9,620.5
46,1989-07-26,528.0,404.0,842.4,783.0,
40,1997-06-24,,504.2,1158.2,1016.7,771.7
47,2015-03-31,1218.5,695.3,,,1066.6
28,1994-11-16,720.4,483.6,,1041.7,
51,1996-10-18,688.8,,,950.2,771.6
29,2007-12-04,933.6,,,,1067.5
49,1983-01-30,428.0,333.6,645.5,631.6,565.0
42,1984-11-17,,,,,608.2
39,2006-05-29,1017.7,,,1222.2,928.6
41,1971-02-11,118.5,176.1,,,
50,1970-04-09,,,309.6,209.4,
31,1994-02-18,,416.7,,,
43,2001-08-31,888.7,,,1279.7,916.0
38,2012-01-01,1008.9,,1445.2,,1125.2
26,1985-02-13,,,,,613.7
46,1981-12-24,362.1,302.6,,,638.2
17,2020-05-13,,759.2,,,1150.0
64,1995-10-16,661.7,,921.7,1031.1,
55,1970-08-06,115.4,,,227.5,
58,2014-07-29,,,1498.5,1468.1,
60,1983-08-12,415.1,,636.9,622.0,653.2
34,2004-07-17,,,1282.5,,
59,2008-02-06,,546.6,1313.1,1526.9,
51,2017-06-25,,,,1795.4,
40,1994-05-14,,,,,810.2
48,2006-05-05,952.0,594.3,,,995.6
64,2004-08-31,853.6,,,,
29,1985-11-17,484.2,,804.9,680.6,
19,2012-05-16,1082.0,,1466.3,,
17,2017-08-25,1154.1,756.7,1555.8,,1246.2
16,1994-12-11,,411.9,956.0,995.2,837.8
62,1998-03-15,773.5,,1158.0,,883.7
34,1987-07-27,487.5,328.3,,,677.9
52,2002-12-05,894.3,,,,
25,1998-08-02,740.6,488.9,,,
34,1982-10-01,,304.0,,,
52,2001-10-16,,502.4,,,870.0
38,1979-01-29,316.0,,,,569.2
28,1980-01-18,310.9,263.4,,557.9,
62,1983-07-24,401.7,326.7,,,
62,1971-12-10,,,,261.5,
40,1996-06-28,652.9,431.8,,,
42,1984-02-03,416.2,,654.1,680.4,
47,2009-08-23,937.1,,,,
55,2003-07-10,961.4,,1147.8,,
37,1992-07-22,,455.1,829.0,,763.6
31,1997-08-03,,491.2,,1042.0,794.0
36,1985-04-01,447.7,,,,671.6
37,2000-07-10,,469.2,1051.4,1262.0,
38,2012-05-11,1192.2,,,,
19,1997-02-23,,,1025.9,,
64,1975-01-19,,212.1,,346.0,
16,2001-08-30,,,,,926.7
52,2004-11-28,,554.0,1188.3,1313.1,
65,2016-10-23,,,1610.9,,
15,1982-05-08,404.8,,634.2,,640.1
41,1982-07-26,410.6,,,,
62,1999-07-15,,,,,924.3
55,2006-06-15,939.6,527.4,,,
23,2011-07-08,1063.3,,1377.8,1462.5,1138.2
27,1979-08-02,320.9,,589.2,,
56,1989-12-25,,372.1,,,680.6
28,1985-03-12,,,,684.0,
22,1993-02-15,697.1,,981.2,867.1,734.2
28,1991-06-19,,,942.0,,
62,2006-06-26,,,1315.7,,
27,2016-06-25,1227.2,,1675.8,1544.0,
58,1974-12-29,,190.0,426.5,,
24,2004-11-19,880.4,,1310.5,1235.1,
48,1971-12-03,,,355.4,,
53,2003-11-12,,,1170.3,,
32,2000-08-17,848.5,494.8,,,
45,1981-05-04,,263.3,,540.7,
25,1990-09-28,612.4,390.7,782.5,,
47,1974-11-04,,219.8,,,
21,2020-02-11,,735.3,1707.4,1904.2,
22,2014-04-12,,,,,1179.2
41,1986-10-11,,372.7,756.1,667.6,
25,1985-02-19,,,,,696.9
57,1978-01-20,289.8,,564.9,,
48,2001-09-01,,,1149.4,,
50,1985-05-15,461.6,354.5,,,
16,1988-06-14,,,731.4,,
61,2016-04-22,1234.9,,,1646.0,
39,2020-04-27,1258.3,,1736.8,,
33,2013-02-13,,689.9,,1547.9,1020.9
44,2015-02-22,1236.6,,1489.1,,
51,1970-07-13,119.8,151.7,,,403.8
15,1989-12-23,585.6,,,814.1,
45,2005-03-26,876.2,533.5,,,
14,2000-07-10,858.4,,1027.5,,940.1
38,1991-04-14,556.0,416.3,,,802.0
63,2004-10-05,921.0,595.2,1365.1,,
28,1986-06-30,467.0,334.9,771.0,757.0,666.6
42,1996-04-04,,426.7,,973.6,744.9
65,1995-12-16,776.8,,,980.9,866.7
27,1991-11-03,666.2,441.6,,,
30,1970-07-12,,,,195.4,448.3
20,2010-03-14,,598.3,1452.9,1601.4,
52,1985-02-15,,343.5,,,607.1
24,2000-10-15,,497.4,,,807.1
51,2020-05-08,1409.3,791.5,,,
34,1987-05-15,,,778.5,,
41,1989-12-16,,,764.7,,734.4
14,2013-04-23,1131.8,628.2,1379.1,,1094.9
55,1989-01-20,543.5,363.2,,867.0,754.6
28,1977-09-14,284.4,,,,
30,1991-06-15,589.5,382.6,822.2,911.0,682.6
55,1970-11-25,,169.0,345.0,,
32,2018-06-04,1125.7,,,1676.0,1147.5
49,1981-04-11,,263.6,664.0,,
36,1993-05-18,,,,901.3,715.3
43,1982-07-06,375.4,286.3,674.9,,
58,2008-04-23,970.3,584.5,1217.6,1518.7,
35,2014-12-05,,,,,1053.4
28,2001-10-11,803.6,,1130.5,1109.4,810.7
61,2003-01-17,832.7,,,,
55,2008-05-31,946.8,,,1295.5,
59,2018-09-10,1185.1,789.8,1539.6,1818.2,1221.3
22,2007-06-13,,618.4,1199.9,1318.2,1036.6
33,2012-02-16,,672.7,,,984.8
55,2000-01-22,,,1186.4,,889.8
16,1984-01-04,,310.0,,,567.8
30,1990-04-26,,,830.0,,777.2
67,2007-06-14,,631.5,,1497.2,
52,1983-08-15,437.9,299.1,,,
59,1983-02-14,,,679.8,595.1,659.9
47,2000-06-05,,,,1133.8,961.6
62,1978-11-27,336.4,,560.5,,583.5
19,2006-09-13,899.3,,,,912.6
35,1998-06-19,793.7,495.7,,985.2,
15,1992-06-15,,454.4,,,
29,2005-05-27,919.8,,1250.1,1372.4,
36,1991-09-03,593.2,409.0,,,718.0
29,1982-09-27,,,608.7,638.0,
17,1981-09-09,,307.0,673.2,512.9,561.1
38,1973-08-28,,179.8,,,420.2
21,1971-05-17,137.9,,344.9,,453.9
65,1985-01-09,408.7,306.0,,629.9,658.1
39,2001-06-15,819.0,565.9,,1214.1,910.3
43,1990-10-25,,,,,659.7
32,2016-08-09,,,,1635.1,
54,2003-11-29,,,,,882.2
60,1996-02-05,743.5,,1047.4,1014.0,778.0
15,1984-10-03,,,652.6,,627.6
49,1990-11-06,,431.4,944.4,,686.4
58,1995-12-12,741.0,,980.2,1052.4,
39,2017-02-03,,651.2,,1645.1,
17,1985-01-22,499.8,346.8,,,600.7
67,1981-06-09,380.7,,578.2,,
56,1989-07-11,603.1,,824.4,865.7,
59,1995-08-22,765.5,412.9,1035.4,,
43,1971-10-06,131.9,,,239.4,445.2
49,1975-05-22,233.8,,484.9,349.4,
14,2012-09-18,1155.8,706.5,1556.1,,1031.2
22,1995-07-23,,438.4,,1094.6,769.7
24,2001-11-11,,,,,868.0
36,2016-02-20,,643.9,1699.6,1681.5,
17,2002-12-14,,,1098.6,,935.6
50,1983-11-22,449.4,290.5,,653.0,598.9
17,1997-02-03,733.4,502.8,983.4,1083.3,819.9
56,1992-05-28,639.7,422.7,,830.6,756.9
39,1980-09-23,,293.2,558.8,563.6,
32,2013-06-21,1016.3,699.0,,1530.2,1002.0
16,1974-11-28,209.0,,419.3,329.6,
47,2003-12-05,938.2,,1277.6,,
33,1971-01-12,,,331.1,,
46,1988-11-26,525.3,375.0,869.3,,722.7
43,2015-01-10,1175.3,739.2,1635.7,,1183.4
33,1982-07-06,373.4,,595.3,,614.8
25,2012-07-06,1021.0,599.1,1569.6,,1006.7
18,1974-10-08,191.3,,433.2,338.9,
66,1974-06-30,195.2,195.5,402.5,,
17,2010-12-16,,634.1,,,1061.6
32,1987-05-11,551.6,,824.2,685.5,
65,1973-12-30,,,406.0,,
16,1979-07-20,294.8,280.8,592.6,518.6,
18,1999-04-04,781.4,,,,858.0
42,2003-12-10,923.4,,,,925.9
28,1986-04-17,450.7,,,,
60,1971-07-02,147.2,179.6,,,
42,2000-12-20,,,,1146.9,
54,2003-04-09,,560.8,1220.7,1270.3,
54,1994-06-11,,,884.1,,751.9
25,2002-04-07,873.3,547.0,1303.9,1315.7,899.8
64,1996-09-07,,492.9,1086.2,,
65,1981-06-14,348.0,,593.5,531.9,609.2
45,1995-04-21,,457.8,1085.4,,845.3
28,1985-09-08,462.5,320.2,,,
43,1973-12-26,189.1,195.9,,,457.2
26,2001-07-03,,,1106.3,,
46,2005-01-24,,511.7,1320.2,,
49,1987-12-03,,336.3,,725.1,
19,2000-11-29,805.4,,1050.0,1132.0,
14,1995-01-31,,,1037.0,902.2,814.9
15,2011-09-01,1142.6,583.4,1442.9,,1140.2
45,1970-12-03,,174.1,309.9,227.9,
51,1979-08-21,341.7,277.5,560.4,,543.2
40,2009-06-01,,652.5,,1323.0,
20,2001-04-08,,,1110.7,1137.0,
52,2001-06-09,,,,,976.3
33,2009-11-13,,,1485.7,,
51,1977-04-26,253.4,,,440.8,486.9
55,1980-01-27,370.4,,,505.7,
62,1977-02-05,,246.8,,,487.8
58,2016-08-05,1308.3,,,,1156.0
14,2005-11-28,901.1,,,1375.5,
27,2004-03-02,857.5,593.8,1243.0,,999.4
59,2015-01-17,1049.6,734.3,1438.7,1500.2,
59,1991-09-25,659.9,418.8,970.4,917.9,
43,2010-01-05,,601.4,,1360.0,
48,2019-09-16,1182.0,729.4,,,
62,2018-09-21,,777.7,1719.4,,
42,2020-02-13,,,,1842.0,
38,1979-03-21,289.7,,,505.8,
28,2010-07-02,,,,1469.6,
23,2002-07-17,887.7,531.0,,,
15,2009-01-20,,665.0,,,1094.4
31,2019-05-16,,,1492.5,,1090.6
40,2014-11-17,1087.6,625.1,,,
49,1991-04-21,,,957.3,,801.4
58,1981-04-23,,259.2,,,532.8
31,2010-09-08,1143.6,,,1371.6,1057.0
56,1996-02-15,750.8,,1089.2,,800.4
21,2015-04-24,,687.8,1633.2,1777.1,1176.4
62,1971-05-08,122.7,158.9,308.0,,
30,1987-01-08,507.2,,828.7,,
30,2004-09-10,,552.0,1183.7,1296.1,856.2
35,1981-10-08,366.2,,658.9,583.1,
37,1992-07-16,619.7,,1000.0,989.1,701.2
56,2015-02-24,1193.3,663.1,,,1091.3
19,1978-08-17,,256.4,583.5,,551.0
15,1991-06-05,,,891.5,,665.1
54,1987-11-07,506.2,,785.7,,
37,1977-01-06,252.3,246.4,498.7,447.1,496.8
46,1980-06-07,,,601.5,,
55,2003-09-11,,544.0,,1175.8,
17,2005-10-03,,554.3,1277.1,,945.7
41,2018-09-12,1197.5,,1622.0,1727.5,1133.9
53,2006-11-11,911.3,,,,
30,1985-03-01,,302.3,,737.4,
61,2017-11-23,1249.8,653.2,1590.4,1571.5,
52,2008-07-09,1071.9,,,1466.9,
37,1991-11-12,620.8,385.2,842.3,894.1,722.7
37,2014-12-30,1133.0,,,1681.7,
57,2006-08-05,1046.8,546.6,,1371.2,
36,2013-10-05,1234.4,655.6,1642.5,,
39,1980-12-11,353.9,,,,601.3
56,1986-01-16,,,,,645.1
52,1986-09-19,451.3,,,711.1,
14,2007-09-26,1007.4,622.1,,,
23,1994-07-02,,,,887.4,
58,2010-05-30,,650.6,,1511.9,
61,1971-09-10,,167.1,,,
40,2012-03-22,1001.5,646.6,1357.8,1494.9,1126.3
20,1981-09-02,394.2,281.0,562.7,,529.9
24,2016-06-22,1300.8,649.7,,1501.8,1057.1
55,1980-04-30,324.6,286.3,,,
55,1977-07-15,301.4,,498.4,456.3,
47,1983-12-16,427.0,293.1,,692.0,667.3
46,2013-12-06,,712.7,,,1051.6
17,1993-09-26,,,909.9,862.5,
38,1977-06-17,295.3,,,,
40,1997-04-18,,503.3,1085.6,1065.1,
40,2007-08-17,1051.8,638.1,1216.9,1459.5,983.1
23,2002-05-03,,568.8,,,
35,1993-07-16,687.7,450.5,,,711.6
17,1991-12-02,651.8,441.5,,871.4,
26,1970-01-02,,150.0,,209.7,372.6
51,2020-04-22,1255.1,,1800.1,1792.8,
36,1973-05-19,173.4,206.9,,290.4,
33,1974-02-04,212.0,,373.8,344.8,
57,2010-02-17,,,,1545.8,1100.7
27,1986-01-13,,348.1,,661.7,
25,2006-06-16,1014.6,,1199.4,1476.5,963.8
14,1979-07-16,347.1,,572.2,,
35,1990-11-27,,419.0,912.4,891.0,785.9
67,2004-03-31,,,,,979.7
32,2001-12-05,,508.8,1120.0,1192.8,853.8
52,2016-10-28,,652.9,,1669.5,1028.2
33,1995-05-23,,,995.3,952.6,766.1
17,1978-06-21,303.4,248.2,520.9,430.1,
60,1982-10-30,,,633.4,,612.5
45,1999-07-16,787.4,470.5,1133.0,,782.7
40,1979-04-22,,271.8,,470.8,511.5
28,2020-10-07,,760.2,1645.5,,1126.0
15,1993-09-30,712.8,,1009.3,,
41,2018-07-08,1263.4,,1696.8,,
23,1989-05-06,502.4,378.3,,,673.5
65,1992-10-15,,,,,805.7
38,1984-05-11,,,,688.0,
50,1998-07-21,765.2,493.9,,1142.6,
22,1974-03-29,,201.4,457.2,349.2,
55,2010-05-29,,656.0,1297.1,,
44,2000-05-16,856.8,,1194.6,1075.4,
43,2013-12-14,,670.5,,,
53,2018-05-02,,765.4,1572.8,1800.8,1050.7
49,2017-07-14,,,,,1047.4
36,2001-07-14,,,1149.2,1216.5,856.3
52,1981-09-15,378.0,300.2,,,579.9
38,2002-12-04,892.5,542.1,,1237.1,846.6
53,2008-06-23,1068.8,,,1465.1,1082.8
58,1973-01-14,166.2,,376.5,,
62,1972-06-30,,162.5,,,
57,1970-09-10,117.6,,342.1,227.3,420.0
35,1987-11-03,,,,813.1,657.6
53,1983-07-10,379.0,314.7,,644.0,
58,2007-02-28,967.0,,,,
41,2007-07-23,927.7,,,,911.6
41,1981-11-14,390.6,267.2,591.4,536.1,627.1
46,1982-04-10,355.7,,615.8,564.6,614.9
51,2015-06-23,,,,1681.6,1066.7
20,2013-05-19,,,,,1019.6
20,1996-12-13,727.5,500.6,,1057.6,796.4
49,2000-06-17,,,1036.4,1083.1,951.7
60,2020-12-25,,,1580.5,1718.0,1314.8
45,2014-03-21,1145.5,,1407.2,,
65,1997-09-03,,,,1109.2,
29,1978-12-25,293.7,248.9,499.8,,551.2
17,2019-04-15,,,1780.7,1792.2,
28,1995-05-29,,,1055.8,1061.3,
53,2001-12-16,,524.1,1169.9,1271.9,881.8
64,2007-08-16,971.6,,1430.5,1444.4,976.0
31,2012-05-29,1070.6,,1344.7,,
24,1983-12-22,414.8,,,,584.4
19,1978-03-09,284.3,,,,
67,1981-06-18,,275.9,569.7,515.8,
63,2010-02-18,,,,,944.8
19,1990-05-27,,364.5,796.6,879.2,756.2
18,2006-10-30,1025.0,540.2,1259.4,1401.0,
31,1984-01-19,,,,,606.2
21,1996-01-09,698.2,475.5,,,
33,2018-02-12,,,1533.5,,1262.8
36,2005-09-05,951.5,,,1379.9,950.4
65,2001-07-03,858.8,557.9,1238.7,1232.9,
47,1987-10-07,546.2,,797.7,,
62,1975-01-09,,,,,484.1
65,1978-11-09,307.7,,519.2,,485.4
40,2009-11-15,1011.2,660.2,1527.4,1356.0,
54,2000-03-26,813.4,475.8,1018.6,,
28,2017-02-14,1199.9,,1598.9,,1153.8
21,2008-04-30,,610.9,1258.0,1504.3,984.9
37,1993-08-17,597.7,,,945.6,
47,1974-05-06,190.4,203.9,,325.2,500.6
17,1992-09-23,,414.5,942.7,,
46,2009-06-04,,,1293.2,,932.2
59,1990-03-26,,372.7,,776.9,
67,1987-03-26,520.3,338.5,,,718.4
53,2006-11-27,,,,,1067.2
62,1998-12-31,800.3,,1174.0,,
24,1985-12-09,,,667.7,650.1,594.0
17,1988-06-02,509.7,364.5,,745.1,
51,2015-05-26,1139.3,,,1757.5,1201.1
56,2019-10-10,,,,1714.2,
17,2014-10-28,1076.5,,1557.7,,1071.2
36,2016-08-31,,,,,1114.8
22,1981-07-15,,288.3,,612.4,620.0
60,1985-12-05,447.5,,710.8,,643.1
35,1990-02-26,,412.9,,,
54,2019-04-24,,,1755.5,1701.6,
30,2010-12-25,1108.2,,,,1005.7
18,1997-07-29,744.2,,,,
50,2010-03-14,975.8,578.9,1324.6,1438.9,
18,2000-08-20,779.4,,,,793.0
33,2013-10-04,,618.8,,,1033.7
26,2019-07-31,,,1813.5,1619.3,1195.7
66,1977-04-23,249.2,,512.0,,
63,1970-11-10,119.4,153.0,345.2,220.2,
21,1983-11-07,,,617.6,667.3,570.7
31,1992-06-13,,,900.2,,810.6
54,1983-08-14,389.5,,642.8,,625.6
31,1996-09-01,738.4,,,1087.8,
16,1995-11-14,,,977.1,,
43,1990-11-22,,,953.5,,
26,2017-09-05,1263.5,751.6,1753.2,,1208.1
67,1986-12-04,545.3,326.6,,794.6,660.2
17,1983-04-03,414.7,289.1,,645.1,
37,1988-07-28,521.0,,,842.6,703.1
15,2009-10-28,,,,1523.9,
37,1995-12-16,,,,,841.5
56,2014-11-20,1180.2,,1597.1,1680.3,
25,1995-04-09,722.7,476.8,1044.5,,785.8
47,2015-06-04,,,1438.4,,1184.3
41,2019-01-02,1335.4,747.0,1773.1,,1072.8
66,2015-04-04,,,1653.3,,
41,2020-06-11,,,1693.1,,
19,1972-02-04,163.7,,348.5,249.4,440.6
19,1987-11-03,,,,800.0,613.5
50,1986-06-18,,368.1,,,
50,1992-09-20,652.9,418.3,946.1,,
19,2001-11-25,,,,,919.7
23,1995-04-07,,426.7,,,729.7
38,2012-02-01,,624.4,,,
15,1991-07-13,639.0,378.3,,944.7,
35,1978-11-20,,279.7,525.0,436.4,495.8
36,2003-12-22,874.1,,,1344.8,
16,2012-05-15,,,1527.8,1526.9,
27,1980-01-02,360.4,,597.3,,
37,1973-10-30,173.2,,,298.5,
50,1999-06-21,,497.7,,1123.4,
32,1971-01-19,,158.3,,,453.0
47,1995-03-06,,,,1025.4,822.9
43,1999-04-25,864.5,451.6,,,878.8
61,1999-03-02,743.1,,1181.1,,810.9
21,1970-05-10,108.7,,,,432.6
47,1992-12-19,607.3,,,899.6,
65,2015-06-03,,745.5,1597.3,1774.8,1123.4
54,2009-02-08,,566.9,1282.0,1547.5,913.2
64,2016-02-02,1178.6,,1605.5,1652.5,
38,2007-09-26,948.6,619.5,1228.9,1483.3,
29,2017-07-19,1292.0,,1612.7,1765.2,1176.0
61,1978-06-10,,,560.6,499.0,
19,2002-11-23,,582.3,1131.1,1136.2,
26,1994-01-31,667.4,394.4,928.8,996.6,782.6
64,2018-08-20,1233.6,,1730.2,,1074.6
18,2008-06-14,,568.9,1455.6,,910.4
36,1987-01-08,,338.6,,673.1,
17,2012-07-25,,595.7,1487.1,1444.5,
59,1996-04-16,748.4,,1002.8,,
43,1984-07-25,,294.3,,722.6,689.0
17,1998-03-18,813.1,,1123.3,,
37,1985-07-07,,329.3,697.7,642.7,
59,1988-02-03,,351.3,816.8,696.1,722.9
14,2002-12-28,832.1,,1236.8,1158.0,1001.2
65,1985-03-07,,342.6,691.9,,643.7
50,2018-08-21,,,1618.4,1817.4,
57,1997-01-27,,482.1,,,
54,2015-10-14,1180.7,,1504.3,,
62,1979-10-19,,260.9,534.8,524.6,544.6
53,1977-12-12,,,,477.1,508.4
33,1974-09-02,,208.5,,,452.0
59,1998-08-26,766.6,530.6,,1008.9,826.8
37,2004-04-12,906.8,,,1241.4,
24,1974-02-27,198.3,192.0,,,
49,2005-03-19,,,,1378.8,997.3
46,1979-07-22,313.0,,,,538.0
56,1977-05-07,,,,424.2,
51,2001-01-27,862.0,,,,941.3
27,2000-06-21,858.0,,1188.4,,961.7
26,2009-07-24,,631.8,1385.7,,
18,1994-01-11,,,,,709.7
32,2005-06-18,1019.5,,,1369.8,
28,2016-06-14,1146.0,,,1709.1,
18,1974-06-12,,,400.7,323.4,514.1
51,2017-10-21,1343.5,681.7,,1843.5,
19,1970-07-25,,,,200.0,
40,2002-03-07,,536.6,,1199.0,
22,1977-07-03,,250.0,482.3,408.6,536.0
36,2017-08-07,,,,,1182.6
42,1973-05-26,,,,330.1,
34,1991-01-10,625.1,,,913.3,
25,2011-09-21,1001.5,,,,
32,1983-06-07,452.0,,,,618.9
28,1986-07-19,,,,686.3,
48,1973-01-01,154.3,,,,
64,2004-09-19,,,,1313.1,1037.0
42,1979-10-04,,273.8,,467.2,533.5
52,2013-09-28,,,1594.5,,1022.1
19,1997-03-12,,,,975.2,780.7
43,1986-03-08,,,,,696.9
56,1982-10-16,,294.9,643.1,,
60,1994-04-26,,,,,793.7
18,1992-11-20,642.2,,,991.8,
41,1978-03-18,293.8,255.6,,,550.2
51,1990-06-13,620.2,403.4,,,
60,2005-09-25,,,,1385.7,
51,2013-04-12,1145.8,,,,
41,2014-11-29,1110.6,,1427.1,,1145.0
21,1980-12-22,358.5,299.9,,561.3,606.6
66,1974-08-08,,198.9,,,501.9
15,2019-09-13,1214.3,,1573.8,,
40,2009-04-27,1104.5,577.5,,,1035.1
31,1984-03-24,,,652.6,599.4,601.3
57,2016-02-01,1265.7,,1719.9,,1191.8
18,1978-11-11,,,494.4,456.5,
35,2015-10-01,1279.0,,1603.9,,
39,2015-08-17,1179.3,637.5,1513.5,,1083.6
24,2008-05-09,1048.3,643.6,,,942.5
62,2019-05-20,,732.8,1744.4,,1191.7
25,2013-10-04,1018.4,,1411.4,1720.9,
32,1988-09-07,494.8,404.4,,,639.0
58,1990-09-30,,,,,677.1
38,1973-03-16,,,396.7,,422.7
17,2008-05-26,,,,,1068.0
66,1985-08-04,439.1,328.7,,,619.8
42,1971-04-10,122.9,,,217.3,415.8
38,1990-07-06,,,798.8,924.1,
39,2003-07-15,922.8,535.3,,1370.6,892.9
58,2018-10-04,1149.4,,,1784.8,1091.4
17,1988-03-24,557.8,,,718.6,
25,2005-11-09,980.1,,,1290.5,924.0
56,1976-05-16,226.2,,501.8,,544.9
55,1992-12-10,,384.0,967.4,,
29,2010-03-01,1045.5,624.9,1376.4,1490.4,1020.6
31,2016-12-10,1226.1,740.5,,,1033.0
60,1973-03-23,160.5,174.7,,,
16,1994-04-03,,,,,741.4
39,1973-09-24,,213.2,389.1,288.5,
39,2006-05-09,1003.4,,,,
55,1975-09-12,,228.2,,355.0,
18,2002-04-10,924.8,548.5,1236.9,1288.1,961.3
27,2012-02-06,1166.3,,1354.8,1650.8,
38,2000-12-27,803.2,,,1163.8,
27,2018-10-24,,,1759.4,,1094.8
61,1999-05-18,842.1,,,,782.5
36,1990-10-24,,372.6,813.2,,
40,2005-04-28,962.4,,,,1015.2
52,1990-10-18,,,900.7,,731.8
51,1988-09-06,,,,755.8,666.7
60,2005-01-27,,,1165.0,1343.2,
37,1996-08-14,788.3,458.8,1133.4,957.5,772.9
61,2009-04-13,,621.3,,1438.0,
31,1971-06-04,,176.5,,221.6,
14,1991-01-05,573.3,414.2,886.7,,
63,1974-01-25,176.6,,450.1,301.3,
64,1993-08-15,,421.7,935.9,1018.0,706.6
54,2003-06-23,809.7,,,,922.2
20,2005-06-22,,522.1,1366.8,1187.6,
32,1970-03-27,,,294.1,,
55,1993-02-17,,,841.6,916.1,
14,1995-01-15,,,1053.9,,821.4
62,1988-10-31,551.4,380.2,,850.2,
39,1993-01-06,,439.6,912.1,952.5,
17,2017-09-16,,732.0,,,
31,1974-09-27,,210.0,,322.3,486.3
59,1990-02-18,,353.3,781.2,,756.4
56,2011-01-19,,,1304.4,1351.5,
38,2010-06-22,1008.2,637.8,,,
52,1994-05-10,,463.7,,991.1,783.4
34,1972-05-16,149.4,183.5,340.5,,440.1
44,1992-06-27,,,,982.6,679.2
55,1990-07-23,,,,,707.7
47,1977-06-04,298.7,215.3,514.9,417.3,
25,1971-01-02,,156.5,,215.2,
41,1981-12-23,408.3,319.1,,586.2,
32,1989-04-25,,,876.7,866.9,651.7
55,1990-03-12,,403.4,900.6,,764.4
22,2005-08-06,1006.6,,1373.7,,926.8
53,2009-07-01,1103.8,670.2,,1427.5,
55,1982-03-09,392.8,319.7,,609.6,611.0
26,2017-08-25,,,,,1054.7
66,1985-10-03,,,796.0,692.1,592.3
61,1991-04-05,,426.6,,878.4,
35,1988-06-09,558.0,359.1,,,708.6
53,1986-07-25,538.2,334.5,,766.2,
14,1996-12-19,,465.9,1130.0,,
27,1972-09-07,173.7,,389.2,267.2,
64,2011-07-15,,,1482.5,1548.4,
31,1974-10-25,,,,383.9,473.1
52,1977-11-09,,230.4,,469.0,
58,1972-03-30,,,,,419.2
28,1983-03-05,429.3,307.6,,668.2,582.8
20,2014-04-04,1060.6,678.3,,,1143.6
18,1983-07-21,406.0,328.5,702.4,,
40,2013-05-16,,714.3,,,
67,2018-12-05,1266.0,709.3,,,
36,1973-02-16,185.6,,414.5,303.7,490.9
56,2003-06-18,936.1,,,1371.2,
46,2007-11-29,963.5,,,,1091.2
65,1986-10-29,,370.2,795.1,694.7,
39,1983-07-16,434.5,306.4,,622.4,
31,2016-04-21,1121.9,726.4,1441.7,,
20,1999-03-17,,500.1,,1054.7,804.8
41,1986-01-31,441.6,359.9,,,
38,2008-02-19,,,,,1065.2
53,1971-06-09,138.8,162.4,,252.5,
44,1982-04-15,388.4,320.5,615.2,,538.1
14,2007-08-10,,,1235.3,,907.3
65,1983-11-19,466.4,317.1,,662.0,611.8
23,1999-04-25,785.8,469.6,,1012.3,889.4
56,1984-08-02,,,745.7,698.5,
31,2003-11-29,,,1204.2,,975.8
52,1976-02-05,,217.6,,419.3,474.7
42,1987-09-15,,,736.4,,618.7
57,1984-01-03,462.3,346.0,,610.1,598.1
14,2012-12-23,,,1481.7,,1001.4
38,1971-04-14,,157.4,347.0,230.6,
59,2002-08-19,904.6,574.7,,1300.1,834.1
54,2007-02-14,,641.9,,1421.1,992.9
31,1991-08-18,651.7,,832.1,,709.8
20,2008-04-15,,575.1,1384.1,1313.4,
47,2000-11-08,795.6,,,,
40,1977-09-15,257.1,,505.5,,
45,1993-06-05,659.8,390.2,908.4,,822.9
23,1994-10-19,,,,,866.2
45,2002-11-18,830.2,,1089.5,1315.2,
29,2013-06-04,,,,1422.0,1183.4
57,2012-11-24,,654.1,1371.9,,
18,1983-08-17,,,,,562.0
66,1987-07-10,,,,808.7,
59,2003-03-12,968.6,574.1,1328.5,1235.2,
53,1988-09-20,497.3,,809.4,835.9,749.7
61,1987-08-23,511.5,,789.9,736.2,691.8
58,2009-12-19,1122.4,,1455.0,1334.0,
47,1983-03-07,,,,,572.9
45,2007-07-15,,597.3,1387.1,,1016.6
28,2002-04-27,,,1092.3,,
27,2012-06-09,1192.4,695.5,,,1090.0
64,2009-12-05,,,1360.4,,
34,1986-03-06,506.4,348.4,673.4,645.8,
44,1978-12-27,324.3,240.3,,523.4,
53,2016-02-10,,657.2,1589.2,1677.7,
22,2008-01-05,,,,1308.5,992.0
17,1975-02-28,,203.7,478.6,362.2,
29,1974-04-23,203.0,,379.6,315.2,461.3
48,1983-09-09,,,704.0,590.4,
36,2007-08-24,1072.0,583.8,,1386.6,916.8
17,2003-06-03,,,1208.1,1140.2,
50,2015-11-26,,,1451.4,,
67,1991-12-22,556.8,379.4,904.5,,764.5
53,2002-02-08,794.0,,1195.3,1130.1,
64,1998-12-06,775.7,520.2,996.8,,
23,1989-12-02,,,,,742.4
31,2006-05-08,,,,,897.1
44,1994-08-05,,427.7,907.6,988.3,845.8
18,2014-07-06,1160.1,625.7,,,
16,1982-08-02,,286.3,,568.9,621.0
39,1983-02-20,401.1,321.5,,,618.0
44,2012-12-12,,,1355.8,,1079.7
